DELL,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,648.99,648.99,1920.0,8,15.6,,256,1,4.83
ASUS,1.1,2257.0,INTEL,PENTIUM,0.0,0,INTEL HD 505,411.0,,,419.98,419.98,1366.0,4,15.6,,0,0,4.41
OTHER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,11844.0,,,1299.0,1299.0,1920.0,16,15.6,,500,0,5.0
DELL,2.2,2546.0,INTEL,CORE I5,0.0,0,INTEL HD 5500,568.0,,,579.5,579.5,1366.0,8,15.6,,0,1,4.85
DELL,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 TI,5612.0,,,1799.0,1649.53,3840.0,16,15.6,,512,1,4.0
RCA,1.33,522.0,INTEL,ATOM,1.0,0,INTEL HD,10.0,,,133.95,133.95,1280.0,2,10.1,,32,1,4.1907840440165005
MSI,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,10472.0,,,1449.99,1399.99,1920.0,16,15.6,,256,0,4.14
HP,2.059183955739968,5001.046153846154,INTEL,PENTIUM,0.0,0,INTEL HD,10.0,,,330.0,330.0,1366.0,4,15.6,,0,0,6.5
LENOVO,1.33,522.0,INTEL,ATOM,0.0,0,INTEL HD,10.0,,,468.88,468.88,1366.0,2,11.6,,32,0,2.2
DELL,2.2,2546.0,INTEL,CORE I5,0.0,0,INTEL HD 5500,568.0,,,1099.0,1099.0,1920.0,8,13.3,,0,1,3.7
MSI,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 TI,5612.0,,,1199.99,1078.95,1920.0,16,15.6,,128,0,4.85
ALIENWARE,2.8,7069.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,10472.0,,,1599.0,1445.0,1920.0,16,17.3,,0,0,9.7
LENOVO,2.5,2275.0,INTEL,CORE I5,0.0,0,INTEL HD 3000,95.0,,,209.69,189.0,1366.0,8,14.0,,0,0,4.9
TOSHIBA,1.6,1243.0,INTEL,PENTIUM,0.0,0,INTEL HD,10.0,,,527.0,527.0,1366.0,4,11.6,,0,1,2.9
ASUS,2.1,4248.0,INTEL,CORE I3,0.0,0,INTEL UHD 620,888.0,,,391.49,363.53,1920.0,8,15.6,,128,0,3.5
HP,2.0,5745.0,AMD,RYZEN 3,0.0,0,AMD RADEON VEGA 6,1553.0,,,549.0,549.0,1920.0,8,14.0,,128,0,3.37
HP,1.44,985.0,INTEL,ATOM,1.0,0,INTEL HD 400,329.0,,,399.99,389.98,1280.0,2,10.1,,32,1,2.4
ASUS,1.6,672.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,219.72,219.72,1366.0,2,11.6,,32,1,2.6
DELL,1.8,6134.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,730.0,730.0,1920.0,8,15.6,,128,0,4.8
ALIENWARE,2.6,6661.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX1070,2369.3205128205127,,,1677.6,1667.81,1920.0,16,15.6,,256,0,8.0
LENOVO,1.8,6134.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,769.99,759.99,1920.0,8,15.6,,256,1,4.17
LENOVO,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,684.0,658.9,1920.0,8,13.3,,256,1,2.87
ACER,2.0,6317.0,AMD,RYZEN 5,0.0,1,AMD RADEON RX 560X,3520.0,,,529.99,529.0,1920.0,8,15.6,,0,0,5.95
LENOVO,1.5,1505.0,INTEL,PENTIUM,0.0,0,INTEL HD 515,688.0,,,599.0,575.0,1920.0,4,11.6,,128,1,2.36
ASUS,2.3,7584.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050,3909.0,,,640.0,624.0,1920.0,8,15.6,,256,0,5.07
ASUS,1.8,6134.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,1098.98,999.99,1920.0,16,14.0,,512,0,2.4
HP,1.8,1978.0,AMD,E2,0.0,0,AMD RADEON R2,242.0,,,329.99,329.99,1366.0,4,15.6,,0,0,4.4
ACER,1.8,6134.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050,3909.0,,,899.0,789.0,1920.0,8,15.6,,0,1,4.85
HP,1.3,8923.0,INTEL,CORE I7,0.0,0,INTEL IRIS PLUS,1377.0,,,789.0,789.0,1366.0,8,15.6,,512,1,3.74
ACER,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,214.9,199.99,1366.0,4,11.6,,32,1,2.76
APPLE,2.2,10418.0,INTEL,CORE I7,0.0,1,AMD RADEON PRO 555X,2369.3205128205127,,,2048.0,1749.0,2880.0,16,15.4,,256,0,4.02
APPLE,2.4,8264.0,INTEL,CORE I5,0.0,0,INTEL IRIS PLUS 655,1790.0,,,1692.5,1499.0,2560.0,8,13.3,,256,0,3.02
RAZER,2.8,7069.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,6406.0,,,1799.99,1749.0,1920.0,16,17.3,,256,0,6.78
LENOVO,2.6,1274.0,AMD,A6,0.0,0,AMD RADEON R4,346.0,,,260.0,251.18,1366.0,4,15.6,,0,0,4.63
HP,2.5,3369.0,INTEL,CORE I7,0.0,0,INTEL HD 520,830.0,,,1499.77,1499.77,2560.0,16,13.3,,512,1,3.17
APPLE,2.3,8543.0,INTEL,CORE I5,0.0,0,INTEL IRIS PLUS 655,1790.0,,,1875.95,1869.95,2560.0,8,13.3,,512,0,3.02
ASUS,2.0,6317.0,AMD,RYZEN 5,0.0,1,NVIDIA GEFORCE GTX 1050,3909.0,,,771.45,761.35,1920.0,8,15.6,,256,0,4.32
HP,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,698.0,681.0,1366.0,8,15.6,,512,1,4.51
LENOVO,2.0,6317.0,AMD,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1406.0,,,699.99,699.99,1920.0,8,13.3,,256,0,2.4
DELL,2.7,3500.0,INTEL,CORE I7,0.0,0,INTEL HD 620,888.0,,,999.66,999.66,3200.0,16,13.3,,512,1,2.89
DELL,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,649.0,649.0,1920.0,8,15.6,,0,1,4.1907840440165005
APPLE,2.3,4675.0,INTEL,CORE I5,0.0,0,INTEL IRIS PLUS 640,1377.0,,,1402.49,1299.0,2560.0,8,13.3,,256,0,3.02
HP,2.7,3500.0,INTEL,CORE I7,0.0,0,INTEL HD 620,888.0,,,673.98,673.98,1600.0,8,17.3,,0,0,5.84
HP,2.1,2184.0,INTEL,PENTIUM,0.0,0,INTEL HD 510,582.0,,,337.14,328.0,1366.0,8,11.6,,128,1,3.76
ALIENWARE,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070 MAX-Q,2369.3205128205127,,,1774.4,1598.36,1920.0,16,15.6,,128,0,4.78
ACER,2.2,3676.0,INTEL,CORE I3,0.0,0,INTEL UHD 620,888.0,,,449.99,434.29,1920.0,6,15.6,,0,0,5.27
MICROSOFT,1.0,2756.0,INTEL,CORE M3,0.0,0,INTEL HD 615,799.0,,,640.0,550.0,2256.0,4,13.5,,128,1,2.76
DELL,2.6,6661.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 960M,3467.0,,,1999.11,1099.0,3840.0,16,15.6,,128,1,4.6
SAMSUNG,1.6,672.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,145.97,138.0,1366.0,4,11.6,,16,0,2.54
ASUS,1.8,6777.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,890.67,799.99,1920.0,8,14.0,,512,0,3.19
MICROSOFT,2.5,4565.0,INTEL,CORE I7,0.0,0,INTEL IRIS PLUS 640,1377.0,,,773.0,770.0,2256.0,8,13.5,,256,1,2.83
DELL,2.2,2546.0,INTEL,CORE I5,0.0,0,INTEL HD 5500,568.0,,,639.0,639.0,1366.0,8,15.6,,0,1,5.3
ASUS,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1080,10174.0,,,1489.0,1479.0,1920.0,16,15.6,,512,0,5.0
ASUS,1.1,1278.0,INTEL,CELERON,0.0,0,INTEL UHD 600,345.0,,,266.0,237.9,1366.0,2,11.6,,32,0,2.18
ASUS,2.8,2928.0,INTEL,CORE I7,0.0,0,INTEL IRIS 5100,963.0,,,999.99,999.99,2560.0,8,13.3,,0,1,2.6
MICROSOFT,1.3,8923.0,INTEL,CORE I7,0.0,0,INTEL IRIS PLUS,1377.0,,,2099.0,2059.0,2256.0,16,13.5,,1000,1,2.84
DELL,2.4,2806.0,INTEL,CORE I3,0.0,0,INTEL HD 620,888.0,,,390.0,390.0,1366.0,8,15.6,,128,0,4.63
DELL,1.8,6777.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,1699.0,1649.0,3840.0,16,13.3,,512,1,2.81
HP,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,545.18,529.88,1366.0,8,15.6,,0,1,4.52
OTHER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1650,6318.0,,,1239.0,1229.0,1920.0,16,15.6,,1000,0,4.85
APPLE,1.6,2142.0,INTEL,CORE I5,0.0,0,INTEL HD 6000,829.0,,,519.99,449.98,1440.0,4,13.3,,128,0,2.96
ASUS,2.3,2825.0,INTEL,CORE I3,0.0,0,INTEL HD 520,830.0,,,799.11,799.11,1366.0,4,15.6,,128,1,4.85
DELL,1.6,672.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,248.88,248.88,1366.0,2,11.6,,32,0,2.6
DELL,1.8,1888.0,AMD,A6,0.0,1,AMD RADEON R4,346.0,,,317.88,317.88,1366.0,4,15.6,,0,0,6.0
SAMSUNG,0.9,1862.0,INTEL,CORE M3,0.0,0,INTEL HD 515,688.0,,,699.99,649.0,2400.0,4,12.3,,32,1,2.38
ASUS,1.1,1278.0,INTEL,CELERON,0.0,0,INTEL UHD 600,345.0,,,320.55,305.0,1920.0,4,14.0,,64,1,3.3
DELL,2.1,1936.0,INTEL,CORE I3,0.0,0,INTEL HD,10.0,,,399.0,399.0,1366.0,6,15.6,,0,0,5.3
ACER,2.6,4065.0,AMD,RYZEN 3,0.0,0,AMD RADEON VEGA 3,904.0,,,313.51,313.38,1920.0,4,15.6,,128,0,4.19
DELL,2.5,3369.0,INTEL,CORE I7,0.0,0,INTEL HD 520,830.0,,,884.99,884.99,1920.0,8,13.3,,256,1,3.66
DELL,2.8,7069.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050,3909.0,,,1129.0,999.0,1920.0,8,15.6,,128,0,5.66
ACER,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,187.0,186.94,1366.0,4,11.6,,16,0,2.43
ACER,1.1,1278.0,INTEL,CELERON,0.0,0,INTEL UHD 600,345.0,,,275.99,246.81,1920.0,4,14.0,,64,0,3.64
LENOVO,2.3,2989.0,INTEL,CORE I5,0.0,0,INTEL HD 520,830.0,,,600.0,600.0,1920.0,8,14.0,,256,1,3.85
HP,2.16,1179.0,INTEL,PENTIUM,0.0,0,INTEL HD,10.0,,,350.0,329.0,1366.0,4,15.6,,0,0,5.05
LENOVO,1.6,6068.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,766.0,766.0,1920.0,8,15.6,,256,0,4.68
MSI,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1660 TI,8738.0,,,1396.99,1299.7,1920.0,16,17.3,,512,0,5.95
LENOVO,1.9,6620.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,1529.98,1217.32,1920.0,16,15.6,,512,1,4.29
HP,2.0,6317.0,AMD,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1406.0,,,678.0,659.99,1920.0,8,15.6,,256,1,4.49
ASUS,1.8,6777.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1650 MAX-Q,2369.3205128205127,,,1399.99,1399.99,1920.0,16,15.6,,1000,0,3.68
ASUS,1.8,6134.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,849.0,849.0,1920.0,8,13.3,,256,0,2.5
LENOVO,2.1,7248.0,AMD,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1406.0,,,537.95,528.48,1920.0,12,14.0,,256,1,3.64
LENOVO,2.6,861.0,INTEL,CORE I5,0.0,0,INTEL HD 4000,329.0,,,224.95,196.0,1366.0,8,14.0,,0,0,3.94
APPLE,1.6,3296.0,INTEL,CORE I5,0.0,0,INTEL UHD 617,878.0,,,999.99,899.99,2560.0,8,13.3,,128,0,2.75
ASUS,0.9,1862.0,INTEL,CORE M3,0.0,0,INTEL HD,10.0,,,999.11,899.99,1920.0,8,13.3,,256,0,2.65
ASUS,1.6,5001.046153846154,ROCKCHIP,ROCKCHIP,0.0,0,MALI-T860 MP4,2369.3205128205127,,,241.0,230.0,1280.0,4,10.1,,16,1,2.0
ASUS,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070 MAX-Q,2369.3205128205127,,,1926.26,1699.99,1920.0,16,15.6,,512,0,4.63
LENOVO,3.1,1687.0,AMD,A9,0.0,0,AMD RADEON R5,148.0,,,335.0,334.38,1366.0,8,15.6,,0,0,4.85
HP,2.16,1179.0,INTEL,PENTIUM,0.0,0,INTEL HD,10.0,,,420.0,399.99,1366.0,4,15.6,,0,1,4.7
ASUS,1.8,6134.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE MX150,2387.0,,,1349.0,1299.0,1920.0,16,14.0,,512,1,3.3
MICROSOFT,1.9,6620.0,INTEL,CORE I7,1.0,1,NVIDIA GEFORCE GTX 1060,6406.0,,,2329.99,2054.45,3240.0,16,15.0,,512,1,4.2
ACER,1.1,1123.0,INTEL,CELERON,0.0,0,INTEL HD 500,317.0,,,160.5,145.99,1366.0,4,11.6,,32,0,2.98
ASUS,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,829.0,790.79,1920.0,8,13.3,,256,0,2.5
HUAWEI,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,1259.99,1259.99,3000.0,8,13.9,,256,1,2.93
HP,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,11018.0,,,1599.99,1199.99,1920.0,32,15.6,,512,0,5.11
ACER,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,200.98,200.0,1366.0,4,15.6,,16,0,4.3
ASUS,2.8,7069.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050,3909.0,,,1499.98,1499.98,1920.0,16,15.6,,256,0,5.6
DELL,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,457.99,450.0,1366.0,8,15.6,,256,0,5.2
DELL,2.4,3368.0,INTEL,CORE I5,0.0,0,INTEL HD 520,830.0,,,949.95,940.0,1920.0,8,14.0,,256,0,3.32
RAZER,1.3,8923.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1650,6318.0,,,1799.99,1499.99,1920.0,16,13.3,,512,0,3.13
HP,2.059183955739968,5001.046153846154,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,169.99,164.99,1366.0,2,11.6,,32,0,2.6
LENOVO,1.8,6134.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,630.0,618.0,1366.0,12,15.6,,0,1,4.84
DELL,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,629.0,616.0,1920.0,12,15.6,,0,1,4.8
ACER,1.1,2257.0,INTEL,PENTIUM,0.0,0,INTEL HD 505,411.0,,,265.99,265.99,1920.0,4,13.3,,64,0,2.87
RAZER,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2080 MAX-Q,2369.3205128205127,,,2499.99,2299.99,1920.0,16,15.6,,512,0,4.63
APPLE,1.6,3296.0,INTEL,CORE I5,0.0,0,INTEL UHD 617,878.0,,,1232.0,1099.0,2560.0,8,13.3,,256,0,2.75
ALIENWARE,2.5,5439.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 980M,7779.0,,,2045.0,1899.0,1920.0,16,17.3,,128,0,8.3
DELL,2.4,2806.0,INTEL,CORE I3,0.0,0,INTEL HD 620,888.0,,,389.0,362.0,1366.0,8,15.6,,0,0,4.85
APPLE,1.6,3296.0,INTEL,CORE I5,0.0,0,INTEL UHD 617,878.0,,,899.99,899.0,2560.0,8,13.3,,128,0,2.75
LENOVO,2.6,6661.0,INTEL,CORE I7,0.0,1,NVIDIA QUADRO M1000M,2939.0,,,1419.99,1419.99,1920.0,8,15.6,,0,0,5.6
GOOGLE,1.1,2995.0,INTEL,CORE M3,0.0,0,INTEL UHD 615,835.0,,,649.0,642.49,1920.0,8,13.3,,64,1,2.3
HP,1.0,2756.0,INTEL,CORE M3,1.0,0,INTEL HD 615,799.0,,,541.99,499.99,2400.0,4,12.3,,32,1,3.06
HP,2.7,3500.0,INTEL,CORE I7,0.0,0,INTEL HD 620,888.0,,,749.99,749.99,1920.0,12,15.6,,0,0,4.19
LENOVO,1.6,672.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,360.0,360.0,1366.0,4,11.6,,0,1,3.0
LENOVO,1.83,970.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,445.0,445.0,1366.0,4,11.6,,128,1,3.1
LENOVO,2.1,5001.046153846154,MEDIATEK,MEDIATEK,0.0,0,POWERVR GX6250,2369.3205128205127,,,368.0,368.0,1366.0,4,11.6,,32,1,3.0
OTHER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,11844.0,,,1349.0,1349.0,1920.0,16,15.6,,500,0,5.0
HP,1.1,1278.0,INTEL,CELERON,0.0,0,INTEL UHD 600,345.0,,,227.98,194.99,1366.0,4,15.6,,0,0,4.5
HP,2.2,6903.0,AMD,RYZEN 7,0.0,0,AMD RADEON VEGA 10,1569.0,,,655.89,623.65,1920.0,8,14.0,,256,0,3.27
DELL,1.6,6068.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,619.0,596.0,1920.0,12,15.6,,0,1,4.3
LENOVO,1.8,6134.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,689.0,689.0,1366.0,12,15.6,,0,1,4.83
ACER,1.6,672.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,229.99,229.99,1366.0,2,14.0,,32,0,3.53
LENOVO,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,309.99,309.99,1366.0,4,15.6,,0,0,4.31
APPLE,1.8,2559.0,INTEL,CORE I5,0.0,0,INTEL HD 6000,829.0,,,749.99,749.99,1440.0,8,13.3,,128,0,2.96
DELL,1.6,672.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,249.99,249.99,1366.0,2,14.0,,32,0,3.9
LENOVO,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,6406.0,,,1129.0,1129.0,1920.0,16,15.6,,128,0,5.17
MSI,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1650,6318.0,,,1022.0,899.99,1920.0,16,17.3,,512,0,4.85
HP,2.0,2076.0,AMD,A6,0.0,0,AMD RADEON R4,346.0,,,499.0,499.0,1366.0,8,15.6,,0,0,4.74
DELL,1.6,2325.0,INTEL,CORE I5,0.0,0,INTEL HD 4400,530.0,,,243.0,226.0,1366.0,8,14.0,,128,0,3.7
LENOVO,2.1,5001.046153846154,MEDIATEK,MEDIATEK,0.0,0,IMAGINATION POWERVR GX6250,2369.3205128205127,,,125.9,119.98,1366.0,4,11.6,,16,0,2.68
LG,1.8,6777.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,1479.0,1344.0,2560.0,16,17.0,,512,0,2.95
ASUS,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,799.99,799.99,1920.0,8,15.6,,0,0,3.7
DELL,2.059183955739968,5001.046153846154,INTEL,CORE I5,0.0,0,INTEL HD 3000,95.0,,,189.97,175.99,1366.0,4,14.0,,128,0,4.56
ASUS,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,229.99,229.99,1366.0,4,13.3,,16,0,2.98
HP,2.16,618.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,178.85,178.85,1366.0,2,11.6,,16,0,2.83
LENOVO,1.1,1278.0,INTEL,CELERON,0.0,0,INTEL UHD 600,345.0,,,209.88,189.05,1366.0,4,11.6,,64,0,2.54
DELL,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,156.99,140.0,1366.0,4,11.6,,16,0,3.09
ASUS,1.1,2995.0,INTEL,CORE M3,0.0,0,INTEL UHD 615,835.0,,,489.79,482.9,1920.0,4,14.0,,64,1,3.19
ACER,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 TI,5612.0,,,834.95,834.93,1920.0,8,15.6,,128,0,5.29
DELL,2.5,5260.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1060,6406.0,,,909.0,819.0,1920.0,8,15.6,,128,0,6.28
OTHER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,11844.0,,,1499.0,1399.0,1920.0,32,17.3,,500,0,5.9
ASUS,1.1,2995.0,INTEL,CORE M3,0.0,0,INTEL UHD 615,835.0,,,429.97,369.99,1920.0,8,14.0,,64,0,2.93
DELL,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,799.0,799.0,1920.0,8,13.3,,128,1,2.9
APPLE,1.4,2440.0,INTEL,CORE I5,0.0,0,INTEL HD 5000,478.0,,,399.0,339.99,1366.0,4,11.6,,128,0,2.38
ACER,2.5,5260.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050 TI,5612.0,,,748.0,705.98,1920.0,8,15.6,,256,0,5.95
MICROSOFT,2.6,3780.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,740.0,734.99,2736.0,8,12.3,,256,1,1.7
MSI,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 TI,5612.0,,,848.0,649.0,1920.0,8,15.6,,256,0,4.1
OTHER,1.44,112.0,INTEL,CELERON,0.0,0,INTEL HD 4000,329.0,,,165.05,165.05,1366.0,3,12.5,,32,0,2.42
ASUS,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,11018.0,,,2499.97,2299.97,1920.0,16,17.3,,1000,0,5.73
HP,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,520.0,498.56,1366.0,8,15.6,,0,1,4.73
OTHER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1650,6318.0,,,1319.0,1319.0,1920.0,32,15.6,,500,0,4.85
DELL,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,498.0,498.0,1366.0,8,15.6,,0,0,4.95
DELL,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,675.0,661.0,1920.0,16,15.6,,512,1,4.8
MICROSOFT,2.6,3807.0,INTEL,CORE I7,1.0,1,NVIDIA GEFORCE,2.0,,,1300.0,1299.81,3000.0,16,13.5,,1000,1,3.34
HP,2.4,2806.0,INTEL,CORE I3,0.0,0,INTEL HD 620,888.0,,,519.0,497.88,1366.0,8,15.6,,0,1,4.6
MICROSOFT,2.6,3807.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE 940M,1048.0,,,1428.81,1329.0,3000.0,16,13.5,,1000,1,3.34
ASUS,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,588.0,535.0,1920.0,8,15.6,,256,0,3.7
DELL,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,444.0,443.88,1366.0,8,15.6,,256,1,5.07
MSI,2.8,7069.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,6406.0,,,1999.11,1999.11,1920.0,16,15.6,,256,0,3.96
MICROSOFT,2.6,3807.0,INTEL,CORE I7,1.0,1,NVIDIA GEFORCE GTX 965M,3683.0,,,949.99,729.0,3000.0,8,13.5,,256,1,3.63
MICROSOFT,2.5,4565.0,INTEL,CORE I7,1.0,0,INTEL IRIS PLUS 640,1377.0,,,999.66,975.82,2736.0,16,12.3,,512,1,1.73
JUMPER,1.6,2049.0,INTEL,ATOM,1.0,0,INTEL HD 505,411.0,,,249.9,249.9,1920.0,6,11.6,,64,1,1.54
DELL,2.1,1936.0,INTEL,CORE I3,0.0,0,INTEL HD 4400,530.0,,,479.99,479.99,1366.0,6,15.6,,0,1,4.85
ASUS,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,479.0,479.0,1920.0,6,13.3,,0,1,3.31
ASUS,2.16,530.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,349.0,349.0,1366.0,4,15.6,,0,0,4.7
LENOVO,2.3,2989.0,INTEL,CORE I5,0.0,0,INTEL HD 520,830.0,,,649.0,649.0,1366.0,8,15.6,,0,0,5.06
MICROSOFT,1.7,2380.0,INTEL,CORE I7,0.0,0,INTEL HD 5000,478.0,,,999.99,999.99,2160.0,8,12.0,,256,1,1.76
ASUS,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,6406.0,,,1358.0,1294.0,1920.0,16,15.6,,256,0,5.29
SAMSUNG,1.7,500.0,SAMSUNG,EXYNOS,0.0,0,INTEL HD,10.0,,,76.0,69.99,1366.0,2,11.6,,16,0,2.43
ASUS,2.8,7069.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050,3909.0,,,938.0,938.0,1920.0,16,15.6,,256,0,5.1
DELL,2.2,2546.0,INTEL,CORE I5,0.0,0,INTEL HD 5500,568.0,,,849.88,849.88,1920.0,4,13.3,,128,0,2.6
LENOVO,1.9,1863.0,INTEL,CORE I3,0.0,0,INTEL HD,10.0,,,439.88,439.88,1366.0,4,15.6,,0,0,4.63
ASUS,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,589.99,589.99,1920.0,8,15.6,,0,0,3.7
RAZER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,11844.0,,,1999.99,1799.99,1920.0,16,15.6,,512,0,4.63
LENOVO,1.6,1373.0,INTEL,CORE I5,0.0,0,INTEL HD 4200,90.0,,,779.99,779.99,1920.0,4,11.6,,128,1,3.06
DELL,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,779.99,769.99,1600.0,8,17.3,,0,0,6.39
ACER,2.3,2825.0,INTEL,CORE I3,0.0,0,INTEL HD 520,830.0,,,449.99,449.99,1366.0,4,15.6,,0,0,5.29
LENOVO,2.5,2365.0,AMD,A12,0.0,0,AMD RADEON R7,551.0,,,484.0,412.0,1366.0,8,15.6,,0,0,4.85
DELL,2.7,3190.0,INTEL,CORE I3,0.0,0,INTEL HD 620,888.0,,,378.98,368.0,1366.0,8,15.6,,0,0,5.07
DELL,1.1,9314.0,INTEL,CORE I5,0.0,0,INTEL IRIS PLUS,1377.0,,,328.94,318.0,1366.0,4,14.0,,128,0,3.77
